Code postal;Localité;Sous-commune;Commune principale;Province
3111;Wezemaal;Oui;ROTSELAAR;Brabant Flamand
9403;Neigem;Oui;NINOVE;Flandre-Orientale
3840;BORGLOON;Non;BORGLOON;Limbourg
1041;International Press Center;;;
3950;Kaulille;Oui;BOCHOLT;Limbourg
2600;Berchem;Oui;ANTWERPEN;Anvers
3360;Lovenjoel;Oui;BIERBEEK;Brabant Flamand
4730;RAEREN;Non;RAEREN;Liège
9800;DEINZE;Non;DEINZE;Flandre-Orientale
5100;Jambes;Oui;NAMUR;Namur
2990;Loenhout;Oui;WUUSTWEZEL;Anvers
5501;Lisogne;Oui;DINANT;Namur
6540;Mont-Sainte-Geneviève;Oui;LOBBES;Hainaut
1851;Humbeek;Oui;GRIMBERGEN;Brabant Flamand
4633;Melen;Oui;SOUMAGNE;Liège
6692;Petit-Thier;Oui;VIELSALM;Luxembourg
3792;Fouron-Saint-Pierre;Oui;FOURONS;Limbourg
3970;LEOPOLDSBURG;Non;LEOPOLDSBURG;Limbourg
7973;Stambruges;Oui;BELOEIL;Hainaut
6075;CSM Charleroi X;;;
3210;Linden;Oui;LUBBEEK;Brabant Flamand
8691;Stavele;Oui;ALVERINGEM;Flandre-Occidentale
9700;Welden;Oui;OUDENAARDE;Flandre-Orientale
9750;Ouwegem;Oui;KRUISEM;Flandre-Orientale
1012;Parlement de la Communauté française;;;
7380;Baisieux;Oui;QUIÉVRAIN;Hainaut
9450;Heldergem;Oui;HAALTERT;Flandre-Orientale
4120;NEUPRÉ;Non;NEUPRÉ;Liège
5620;Saint-Aubin;Oui;FLORENNES;Namur
4557;TINLOT;Non;TINLOT;Liège
9300;AALST;Non;AALST;Flandre-Orientale
5060;Arsimont;Oui;SAMBREVILLE;Namur
5330;ASSESSE;Non;ASSESSE;Namur
2150;BORSBEEK;Non;BORSBEEK;Anvers
7133;Buvrinnes;Oui;BINCHE;Hainaut
1457;Nil-Saint-Vincent-Saint-Martin;Oui;WALHAIN;Brabant Wallon
7020;Nimy;Oui;MONS;Hainaut
7812;Houtaing;Oui;ATH;Hainaut
5340;Haltinne;Oui;GESVES;Namur
6750;Mussy-La-Ville;Oui;MUSSON;Luxembourg
1880;Ramsdonk;Oui;KAPELLE-OP-DEN-BOS;Brabant Flamand
4460;GRÂCE-HOLLOGNE;Non;GRÂCE-HOLLOGNE;Liège
7050;Erbaut;Oui;JURBISE;Hainaut
8690;Hoogstade;Oui;ALVERINGEM;Flandre-Occidentale
3054;Vaalbeek;Oui;OUD-HEVERLEE;Brabant Flamand
4190;Vieuxville;Oui;FERRIÈRES;Liège
5600;Surice;Oui;PHILIPPEVILLE;Namur
8510;Marke;Oui;KORTRIJK;Flandre-Occidentale
3870;Mettekoven;Oui;HEERS;Limbourg
6061;Montignies-Sur-Sambre;Oui;CHARLEROI;Hainaut
3360;Korbeek-Lo;Oui;BIERBEEK;Brabant Flamand
4257;Rosoux-Crenwick;Oui;BERLOZ;Liège
6686;Flamierge;Oui;BERTOGNE;Luxembourg
4690;Roclenge-Sur-Geer;Oui;BASSENGE;Liège
1495;VILLERS-LA-VILLE;Non;VILLERS-LA-VILLE;Brabant Wallon
6860;Mellier;Oui;LÉGLISE;Luxembourg
7870;Bauffe;Oui;LENS;Hainaut
9520;Bavegem;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
3540;Berbroek;Oui;HERK-DE-STAD;Limbourg
4020;LIÈGE;Non;LIÈGE;Liège
4700;EUPEN;Non;EUPEN;Liège
1457;WALHAIN;Non;WALHAIN;Brabant Wallon
3400;Laar;Oui;LANDEN;Brabant Flamand
6500;Leval-Chaudeville;Oui;BEAUMONT;Hainaut
2547;LINT;Non;LINT;Anvers
3806;Velm;Oui;SINT-TRUIDEN;Limbourg
3870;Rukkelingen-Loon;Oui;HEERS;Limbourg
1460;ITTRE;Non;ITTRE;Brabant Wallon
3920;LOMMEL;Non;LOMMEL;Limbourg
1009;Senat de Belgique;;;
4851;Sippenaeken;Oui;PLOMBIÈRES;Liège
1480;TUBIZE;Non;TUBIZE;Brabant Wallon
5310;Dhuy;Oui;EGHEZÉE;Namur
7387;Fayt-Le-Franc;Oui;HONNELLES;Hainaut
8870;IZEGEM;Non;IZEGEM;Flandre-Occidentale
7522;Hertain;Oui;TOURNAI;Hainaut
9800;Meigem;Oui;DEINZE;Flandre-Orientale
5352;Perwez-Haillot;Oui;OHEY;Namur
5542;Blaimont;Oui;HASTIÈRE;Namur
1820;Perk;Oui;STEENOKKERZEEL;Brabant Flamand
6240;Pironchamps;Oui;FARCIENNES;Hainaut
4671;Barchon;Oui;BLÉGNY;Liège
4367;Fize-Le-Marsal;Oui;CRISNÉE;Liège
2950;KAPELLEN;Non;KAPELLEN;Anvers
5600;Omezée;Oui;PHILIPPEVILLE;Namur
2222;Itegem;Oui;HEIST-OP-DEN-BERG;Anvers
2230;Ramsel;Oui;HERSELT;Anvers
5524;Gérin;Oui;ONHAYE;Namur
7870;LENS;Non;LENS;Hainaut
6211;Mellet;Oui;LES BONS VILLERS;Hainaut
3400;Overwinden;Oui;LANDEN;Brabant Flamand
6120;Cour-Sur-Heure;Oui;HAM-SUR-HEURE;Hainaut
7830;Graty;Oui;SILLY;Hainaut
5575;Malvoisin;Oui;GEDINNE;Namur
9790;Ooike;Oui;WORTEGEM-PETEGEM;Flandre-Orientale
7090;Petit-Roeulx-Lez-Braine;Oui;BRAINE-LE-COMTE;Hainaut
2240;Viersel;Oui;ZANDHOVEN;Anvers
5651;Thy-Le-Château;Oui;WALCOURT;Namur
3300;Goetsenhoven;Oui;TIENEN;Brabant Flamand
3640;Molenbeersel;Oui;KINROOI;Limbourg
2220;HEIST-OP-DEN-BERG;Non;HEIST-OP-DEN-BERG;Anvers
1761;Borchtlombeek;Oui;ROOSDAAL;Brabant Flamand
1785;Brussegem;Oui;MERCHTEM;Brabant Flamand
4170;COMBLAIN-AU-PONT;Non;COMBLAIN-AU-PONT;Liège
3510;Kermt;Oui;HASSELT;Limbourg
5621;Morialmé;Oui;FLORENNES;Namur
5060;Velaine-Sur-Sambre;Oui;SAMBREVILLE;Namur
4280;Thisnes;Oui;HANNUT;Liège
8300;Westkapelle;Oui;KNOKKE-HEIST;Flandre-Occidentale
6860;LÉGLISE;Non;LÉGLISE;Luxembourg
4032;Chênée;Oui;LIÈGE;Liège
8630;Wulveringem;Oui;VEURNE;Flandre-Occidentale
9690;Kwaremont;Oui;KLUISBERGEN;Flandre-Orientale
2820;BONHEIDEN;Non;BONHEIDEN;Anvers
5570;Honnay;Oui;BEAURAING;Namur
5032;Mazy;Oui;GEMBLOUX;Namur
7181;Petit-Roeulx-Lez-Nivelles;Oui;SENEFFE;Hainaut
4950;Sourbrodt;Oui;WAIMES;Liège
9690;Zulzeke;Oui;KLUISBERGEN;Flandre-Orientale
1630;LINKEBEEK;Non;LINKEBEEK;Brabant Flamand
1570;Tollembeek;Oui;GALMAARDEN;Brabant Flamand
9240;ZELE;Non;ZELE;Flandre-Orientale
6099;Charleroi X;;;
8680;Zande;Oui;KOEKELARE;Flandre-Occidentale
9200;Appels;Oui;DENDERMONDE;Flandre-Orientale
5580;Eprave;Oui;ROCHEFORT;Namur
3630;Opgrimbie;Oui;MAASMECHELEN;Limbourg
4000;Rocourt;Oui;LIÈGE;Liège
5310;Waret-La-Chaussée;Oui;EGHEZÉE;Namur
4802;Heusy;Oui;VERVIERS;Liège
3990;Grote-Brogel;Oui;PEER;Limbourg
1380;Lasne-Chapelle-Saint-Lambert;Oui;LASNE;Brabant Wallon
9850;Merendree;Oui;DEINZE;Flandre-Orientale
4550;NANDRIN;Non;NANDRIN;Liège
5600;Jamagne;Oui;PHILIPPEVILLE;Namur
5500;Falmignoul;Oui;DINANT;Namur
2340;BEERSE;Non;BEERSE;Anvers
4340;Villers-L'Evêque;Oui;AWANS;Liège
9031;Drongen;Oui;GENT;Flandre-Orientale
3400;LANDEN;Non;LANDEN;Brabant Flamand
4160;ANTHISNES;Non;ANTHISNES;Liège
7620;BRUNEHAUT;Non;BRUNEHAUT;Hainaut
5670;Nismes;Oui;VIROINVAL;Namur
6120;HAM-SUR-HEURE;Non;HAM-SUR-HEURE;Hainaut
7910;Ellignies-Lez-Frasnes;Oui;FRASNES-LEZ-ANVAING;Hainaut
2520;Broechem;Oui;RANST;Anvers
6780;Hondelange;Oui;MESSANCY;Luxembourg
4540;AMAY;Non;AMAY;Liège
8340;Moerkerke;Oui;DAMME;Flandre-Occidentale
4190;My;Oui;FERRIÈRES;Liège
5630;Soumoy;Oui;CERFONTAINE;Namur
5575;Vencimont;Oui;GEDINNE;Namur
7536;Vaulx;Oui;TOURNAI;Hainaut
5537;Annevoie-Rouillon;Oui;ANHÉE;Namur
6637;FAUVILLERS;Non;FAUVILLERS;Luxembourg
3650;Dilsen;Oui;DILSEN-STOKKEM;Limbourg
4162;Hody;Oui;ANTHISNES;Liège
2870;Ruisbroek;Oui;PUURS-SINT-AMANDS;Anvers
3390;Sint-Joris-Winge;Oui;TIELT-WINGE;Brabant Flamand
5640;Graux;Oui;METTET;Namur
4360;Grandville;Oui;OREYE;Liège
3400;Wange;Oui;LANDEN;Brabant Flamand
9255;Opdorp;Oui;BUGGENHOUT;Flandre-Orientale
3832;Ulbeek;Oui;WELLEN;Limbourg
5620;Morville;Oui;FLORENNES;Namur
7170;MANAGE;Non;MANAGE;Hainaut
2830;Blaasveld;Oui;WILLEBROEK;Anvers
3945;Kwaadmechelen;Oui;HAM;Limbourg
8720;Wakken;Oui;DENTERGEM;Flandre-Occidentale
7022;Hyon;Oui;MONS;Hainaut
9680;MAARKEDAL;Non;MAARKEDAL;Flandre-Orientale
5550;VRESSE-SUR-SEMOIS;Non;VRESSE-SUR-SEMOIS;Namur
7602;Bury;Oui;PÉRUWELZ;Hainaut
3150;Tildonk;Oui;HAACHT;Brabant Flamand
4570;MARCHIN;Non;MARCHIN;Liège
9290;Overmere;Oui;BERLARE;Flandre-Orientale
8820;TORHOUT;Non;TORHOUT;Flandre-Occidentale
6720;Hachy;Oui;HABAY;Luxembourg
7010;SHAPE;;;
3501;Wimmertingen;Oui;HASSELT;Limbourg
7640;Péronnes-Lez-Antoing;Oui;ANTOING;Hainaut
8370;Uitkerke;Oui;BLANKENBERGE;Flandre-Occidentale
1070;ANDERLECHT;Non;ANDERLECHT;Bruxelles (19 communes)
5030;Beuzet;Oui;GEMBLOUX;Namur
1325;Bonlez;Oui;CHAUMONT-GISTOUX;Brabant Wallon
7830;Fouleng;Oui;SILLY;Hainaut
1790;AFFLIGEM;Non;AFFLIGEM;Brabant Flamand
7534;Barry;Oui;TOURNAI;Hainaut
4750;BUTGENBACH;Non;BUTGENBACH;Liège
8600;Leke;Oui;DIKSMUIDE;Flandre-Occidentale
4987;Lorcé;Oui;STOUMONT;Liège
6700;Heinsch;Oui;ARLON;Luxembourg
3700;Lauw;Oui;TONGEREN;Limbourg
3650;Stokkem;Oui;DILSEN-STOKKEM;Limbourg
9520;SINT-LIEVENS-HOUTEM;Non;SINT-LIEVENS-HOUTEM;Flandre-Orientale
8020;Hertsberge;Oui;OOSTKAMP;Flandre-Occidentale
6890;LIBIN;Non;LIBIN;Luxembourg
2560;Bevel;Oui;NIJLEN;Anvers
3891;Mielen-Boven-Aalst;Oui;GINGELOM;Limbourg
3350;Orsmaal-Gussenhoven;Oui;LINTER;Brabant Flamand
3190;BOORTMEERBEEK;Non;BOORTMEERBEEK;Brabant Flamand
4180;Comblain-Fairon;Oui;HAMOIR;Liège
5380;Franc-Waret;Oui;FERNELMONT;Namur
8300;KNOKKE-HEIST;Non;KNOKKE-HEIST;Flandre-Occidentale
8906;Elverdinge;Oui;IEPER;Flandre-Occidentale
3511;Kuringen;Oui;HASSELT;Limbourg
1910;Nederokkerzeel;Oui;KAMPENHOUT;Brabant Flamand
4980;TROIS-PONTS;Non;TROIS-PONTS;Liège
1049;Union Européenne - Commission;;;
9500;GERAARDSBERGEN;Non;GERAARDSBERGEN;Flandre-Orientale
9310;Herdersem;Oui;AALST;Flandre-Orientale
9200;Baasrode;Oui;DENDERMONDE;Flandre-Orientale
4317;Celles;Oui;FAIMES;Liège
8920;LANGEMARK-POELKAPELLE;Non;LANGEMARK-POELKAPELLE;Flandre-Occidentale
3271;Averbode;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
3930;Achel;Oui;HAMONT-ACHEL;Limbourg
6890;Anloy;Oui;LIBIN;Luxembourg
8710;Sint-Baafs-Vijve;Oui;WIELSBEKE;Flandre-Occidentale
9890;Semmerzake;Oui;GAVERE;Flandre-Orientale
1048;Union Européenne - Conseil;;;
4520;Bas-Oha;Oui;WANZE;Liège
3870;Veulen;Oui;HEERS;Limbourg
3770;Vlijtingen;Oui;RIEMST;Limbourg
9968;Oosteeklo;Oui;ASSENEDE;Flandre-Orientale
7040;Genly;Oui;QUÉVY;Hainaut
9820;MERELBEKE;Non;MERELBEKE;Flandre-Orientale
5100;Naninne;Oui;NAMUR;Namur
4590;Ellemelle;Oui;OUFFET;Liège
9860;Landskouter;Oui;OOSTERZELE;Flandre-Orientale
3850;Binderveld;Oui;NIEUWERKERKEN;Limbourg
4607;Mortroux;Oui;DALHEM;Liège
4540;Ombret;Oui;AMAY;Liège
9940;Sleidinge;Oui;EVERGEM;Flandre-Orientale
7971;Wadelincourt;Oui;BELOEIL;Hainaut
6953;Lesterny;Oui;NASSOGNE;Luxembourg
9992;Middelburg;Oui;MALDEGEM;Flandre-Orientale
5570;Baronville;Oui;BEAURAING;Namur
5650;Fontenelle;Oui;WALCOURT;Namur
6767;Torgny;Oui;ROUVROY;Luxembourg
6660;Nadrin;Oui;HOUFFALIZE;Luxembourg
9688;Schorisse;Oui;MAARKEDAL;Flandre-Orientale
6500;BEAUMONT;Non;BEAUMONT;Hainaut
1730;Mollem;Oui;ASSE;Brabant Flamand
8210;Veldegem;Oui;ZEDELGEM;Flandre-Occidentale
6927;Resteigne;Oui;TELLIN;Luxembourg
6680;Tillet;Oui;SAINTE-ODE;Luxembourg
3640;Kessenich;Oui;KINROOI;Limbourg
7534;Maulde;Oui;TOURNAI;Hainaut
6230;PONT-À-CELLES;Non;PONT-À-CELLES;Hainaut
5080;Rhisnes;Oui;LA BRUYÈRE;Namur
7120;Vellereille-Les-Brayeux;Oui;ESTINNES;Hainaut
1460;Virginal-Samme;Oui;ITTRE;Brabant Wallon
9988;Waterland-Oudeman;Oui;SINT-LAUREINS;Flandre-Orientale
3271;Zichem;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
1741;Wambeek;Oui;TERNAT;Brabant Flamand
2235;Westmeerbeek;Oui;HULSHOUT;Anvers
7862;Ogy;Oui;LESSINES;Hainaut
6813;Termes;Oui;CHINY;Luxembourg
2490;BALEN;Non;BALEN;Anvers
5504;Foy-Notre-Dame;Oui;DINANT;Namur
6543;Bienne-Lez-Happart;Oui;LOBBES;Hainaut
7100;Haine-Saint-Paul;Oui;LA LOUVIÈRE;Hainaut
4560;Les Avins;Oui;CLAVIER;Liège
4350;REMICOURT;Non;REMICOURT;Liège
3511;Stokrooie;Oui;HASSELT;Limbourg
4300;Bovenistier;Oui;WAREMME;Liège
6922;Halma;Oui;WELLIN;Luxembourg
7500;Saint-Maur;Oui;TOURNAI;Hainaut
5530;Houx;Oui;YVOIR;Namur
9400;Lieferinge;Oui;NINOVE;Flandre-Orientale
5020;Daussoulx;Oui;NAMUR;Namur
8600;Lampernisse;Oui;DIKSMUIDE;Flandre-Occidentale
7760;Escanaffles;Oui;CELLES;Hainaut
1730;Bekkerzeel;Oui;ASSE;Brabant Flamand
1640;RHODE-SAINT-GENÈSE;Non;RHODE-SAINT-GENÈSE;Brabant Flamand
7604;Brasménil;Oui;PÉRUWELZ;Hainaut
5650;Clermont;Oui;WALCOURT;Namur
8501;Bissegem;Oui;KORTRIJK;Flandre-Occidentale
1360;Malèves-Sainte-Marie-Wastinnes;Oui;PERWEZ;Brabant Wallon
2980;ZOERSEL;Non;ZOERSEL;Anvers
6220;FLEURUS;Non;FLEURUS;Hainaut
4000;Glain;Oui;LIÈGE;Liège
1340;OTTIGNIES-LOUVAIN-LA-NEUVE;Non;OTTIGNIES-LOUVAIN-LA-NEUVE;Brabant Wallon
3401;Walsbets;Oui;LANDEN;Brabant Flamand
4530;Vieux-Waleffe;Oui;VILLERS-LE-BOUILLET;Liège
1300;WAVRE;Non;WAVRE;Brabant Wallon
5012;Parlement Wallon;;;
7350;HENSIES;Non;HENSIES;Hainaut
5563;Hour;Oui;HOUYET;Namur
2382;Poppel;Oui;RAVELS;Anvers
9700;Eine;Oui;OUDENAARDE;Flandre-Orientale
3891;Borlo;Oui;GINGELOM;Limbourg
9620;Godveerdegem;Oui;ZOTTEGEM;Flandre-Orientale
8851;Koolskamp;Oui;ARDOOIE;Flandre-Occidentale
4850;Montzen;Oui;PLOMBIÈRES;Liège
6870;SAINT-HUBERT;Non;SAINT-HUBERT;Luxembourg
4163;Tavier;Oui;ANTHISNES;Liège
6600;Wardin;Oui;BASTOGNE;Luxembourg
3840;Hendrieken;Oui;BORGLOON;Limbourg
1000;BRUXELLES;Non;BRUXELLES;Bruxelles (19 communes)
7170;Bois-D'Haine;Oui;MANAGE;Hainaut
5600;Franchimont;Oui;PHILIPPEVILLE;Namur
4140;Rouvreux;Oui;SPRIMONT;Liège
6833;Ucimont;Oui;BOUILLON;Luxembourg
5020;Vedrin;Oui;NAMUR;Namur
8600;Kaaskerke;Oui;DIKSMUIDE;Flandre-Occidentale
8020;Waardamme;Oui;OOSTKAMP;Flandre-Occidentale
8610;Zarren;Oui;KORTEMARK;Flandre-Occidentale
7750;Russeignies;Oui;MONT-DE-L'ENCLUS;Hainaut
3270;SCHERPENHEUVEL-ZICHEM;Non;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
6717;ATTERT;Non;ATTERT;Luxembourg
1450;CHASTRE;Non;CHASTRE;Brabant Wallon
8581;Kerkhove;Oui;AVELGEM;Flandre-Occidentale
2100;Deurne;Oui;ANTWERPEN;Anvers
6280;GERPINNES;Non;GERPINNES;Hainaut
2220;Hallaar;Oui;HEIST-OP-DEN-BERG;Anvers
5360;HAMOIS;Non;HAMOIS;Namur
7030;Saint-Symphorien;Oui;MONS;Hainaut
6762;Saint-Mard;Oui;VIRTON;Luxembourg
5354;Jallet;Oui;OHEY;Namur
2870;Puurs;Oui;PUURS-SINT-AMANDS;Anvers
8660;Adinkerke;Oui;DE PANNE;Flandre-Occidentale
5070;FOSSES-LA-VILLE;Non;FOSSES-LA-VILLE;Namur
7712;Herseaux;Oui;MOUSCRON;Hainaut
3870;Horpmaal;Oui;HEERS;Limbourg
6852;Maissin;Oui;PALISEUL;Luxembourg
4141;Louveigné;Oui;SPRIMONT;Liège
4250;Lens-Saint-Servais;Oui;GEER;Liège
6717;Nobressart;Oui;ATTERT;Luxembourg
5377;Heure;Oui;SOMME-LEUZE;Namur
7190;ECAUSSINNES;Non;ECAUSSINNES;Hainaut
5555;Graide;Oui;BIÈVRE;Namur
7800;Lanquesaint;Oui;ATH;Hainaut
5521;Serville;Oui;ONHAYE;Namur
5600;Vodecée;Oui;PHILIPPEVILLE;Namur
7332;Neufmaison;Oui;SAINT-GHISLAIN;Hainaut
5570;Javingue;Oui;BEAURAING;Namur
2460;Lichtaart;Oui;KASTERLEE;Anvers
8380;Dudzele;Oui;BRUGGE;Flandre-Occidentale
5560;HOUYET;Non;HOUYET;Namur
6536;Thuillies;Oui;THUIN;Hainaut
7370;Blaugies;Oui;DOUR;Hainaut
6533;Biercée;Oui;THUIN;Hainaut
3798;Fouron-Le-Comte;Oui;FOURONS;Limbourg
9630;Hundelgem;Oui;ZWALM;Flandre-Orientale
4040;HERSTAL;Non;HERSTAL;Liège
9890;Asper;Oui;GAVERE;Flandre-Orientale
5555;BIÈVRE;Non;BIÈVRE;Namur
7340;COLFONTAINE;Non;COLFONTAINE;Hainaut
5101;Erpent;Oui;NAMUR;Namur
8470;GISTEL;Non;GISTEL;Flandre-Occidentale
9520;Zonnegem;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
3440;ZOUTLEEUW;Non;ZOUTLEEUW;Brabant Flamand
6717;Tontelange;Oui;ATTERT;Luxembourg
4990;Bra;Oui;LIERNEUX;Liège
8570;Vichte;Oui;ANZEGEM;Flandre-Occidentale
6681;Lavacherie;Oui;SAINTE-ODE;Luxembourg
7120;Peissant;Oui;ESTINNES;Hainaut
7080;Sars-La-Bruyère;Oui;FRAMERIES;Hainaut
6637;Hollange;Oui;FAUVILLERS;Luxembourg
4460;Velroux;Oui;GRÂCE-HOLLOGNE;Liège
6983;Ortho;Oui;LA ROCHE-EN-ARDENNE;Luxembourg
6960;Odeigne;Oui;MANHAY;Luxembourg
1980;Eppegem;Oui;ZEMST;Brabant Flamand
5550;Mouzaive;Oui;VRESSE-SUR-SEMOIS;Namur
4570;Vyle-Et-Tharoul;Oui;MARCHIN;Liège
6500;Renlies;Oui;BEAUMONT;Hainaut
7061;Casteau;Oui;SOIGNIES;Hainaut
5530;Godinne;Oui;YVOIR;Namur
6660;HOUFFALIZE;Non;HOUFFALIZE;Luxembourg
6747;Meix-Le-Tige;Oui;SAINT-LÉGER;Luxembourg
8460;Roksem;Oui;OUDENBURG;Flandre-Occidentale
4537;Bodegnée;Oui;VERLAINE;Liège
1852;Beigem;Oui;GRIMBERGEN;Brabant Flamand
3052;Blanden;Oui;OUD-HEVERLEE;Brabant Flamand
4400;Gleixhe;Oui;FLÉMALLE;Liège
4451;Voroux-Lez-Liers;Oui;JUPRELLE;Liège
2550;Waarloos;Oui;KONTICH;Anvers
9850;Poesele;Oui;DEINZE;Flandre-Orientale
3293;Kaggevinne;Oui;DIEST;Brabant Flamand
5101;Loyers;Oui;NAMUR;Namur
2580;PUTTE;Non;PUTTE;Anvers
9130;Kallo;Oui;BEVEREN-WAAS;Flandre-Orientale
7070;Ville-Sur-Haine;Oui;LE ROEULX;Hainaut
7784;Bas-Warneton;Oui;COMINES-WARNETON;Hainaut
3440;Budingen;Oui;ZOUTLEEUW;Brabant Flamand
6560;Solre-Sur-Sambre;Oui;ERQUELINNES;Hainaut
3840;Bommershoven;Oui;BORGLOON;Limbourg
6870;Awenne;Oui;SAINT-HUBERT;Luxembourg
3080;Duisburg;Oui;TERVUREN;Brabant Flamand
8587;Espierres;Oui;ESPIERRES-HELCHIN;Flandre-Occidentale
6030;Marchienne-Au-Pont;Oui;CHARLEROI;Hainaut
1745;OPWIJK;Non;OPWIJK;Brabant Flamand
8951;Dranouter;Oui;HEUVELLAND;Flandre-Occidentale
4120;Ehein;Oui;NEUPRÉ;Liège
2430;Eindhout;Oui;LAAKDAL;Anvers
8957;MESSINES;Non;MESSINES;Flandre-Occidentale
9400;Okegem;Oui;NINOVE;Flandre-Orientale
7911;Buissenal;Oui;FRASNES-LEZ-ANVAING;Hainaut
7604;Callenelle;Oui;PÉRUWELZ;Hainaut
5590;Conneux;Oui;CINEY;Namur
6990;Fronville;Oui;HOTTON;Luxembourg
3220;Kortrijk-Dutsel;Oui;HOLSBEEK;Brabant Flamand
7611;La Glanerie;Oui;RUMES;Hainaut
2323;Wortel;Oui;HOOGSTRATEN;Anvers
6952;Grune;Oui;NASSOGNE;Luxembourg
7522;Blandain;Oui;TOURNAI;Hainaut
3583;Paal;Oui;BERINGEN;Limbourg
3900;PELT;Non;PELT;Limbourg
6941;Heyd;Oui;DURBUY;Luxembourg
3350;Overhespen;Oui;LINTER;Brabant Flamand
3051;Sint-Joris-Weert;Oui;OUD-HEVERLEE;Brabant Flamand
5070;Vitrival;Oui;FOSSES-LA-VILLE;Namur
3211;Binkom;Oui;LUBBEEK;Brabant Flamand
5537;Bioul;Oui;ANHÉE;Namur
6960;Grandménil;Oui;MANHAY;Luxembourg
6640;Morhet;Oui;VAUX-SUR-SÛRE;Luxembourg
6769;Robelmont;Oui;MEIX-DEVANT-VIRTON;Luxembourg
9052;Zwijnaarde;Oui;GENT;Flandre-Orientale
6747;Châtillon;Oui;SAINT-LÉGER;Luxembourg
3040;Sint-Agatha-Rode;Oui;HULDENBERG;Brabant Flamand
4830;LIMBOURG;Non;LIMBOURG;Liège
6220;Wangenies;Oui;FLEURUS;Hainaut
5590;Pessoux;Oui;CINEY;Namur
4260;Ciplet;Oui;BRAIVES;Liège
6560;Hantes-Wihéries;Oui;ERQUELINNES;Hainaut
3940;HECHTEL-EKSEL;Non;HECHTEL-EKSEL;Limbourg
7531;Havinnes;Oui;TOURNAI;Hainaut
4450;JUPRELLE;Non;JUPRELLE;Liège
8691;Leisele;Oui;ALVERINGEM;Flandre-Occidentale
4560;Ocquier;Oui;CLAVIER;Liège
4367;Odeur;Oui;CRISNÉE;Liège
7910;Wattripont;Oui;FRASNES-LEZ-ANVAING;Hainaut
2820;Rijmenam;Oui;BONHEIDEN;Anvers
7110;Maurage;Oui;LA LOUVIÈRE;Hainaut
8900;Brielen;Oui;IEPER;Flandre-Occidentale
5580;Buissonville;Oui;ROCHEFORT;Namur
9260;Serskamp;Oui;WICHELEN;Flandre-Orientale
7040;Quévy-Le-Petit;Oui;QUÉVY;Hainaut
8930;Rekkem;Oui;MENEN;Flandre-Occidentale
8490;Varsenare;Oui;JABBEKE;Flandre-Occidentale
9620;Erwetegem;Oui;ZOTTEGEM;Flandre-Orientale
6900;Roy;Oui;MARCHE-EN-FAMENNE;Luxembourg
7501;Orcq;Oui;TOURNAI;Hainaut
5170;PROFONDEVILLE;Non;PROFONDEVILLE;Namur
2040;ANTWERPEN;Non;ANTWERPEN;Anvers
7502;Esplechin;Oui;TOURNAI;Hainaut
7170;La Hestre;Oui;MANAGE;Hainaut
3950;Reppel;Oui;BOCHOLT;Limbourg
7340;Warquignies;Oui;COLFONTAINE;Hainaut
9255;BUGGENHOUT;Non;BUGGENHOUT;Flandre-Orientale
1670;Heikruis;Oui;PEPINGEN;Brabant Flamand
5000;NAMUR;Non;NAMUR;Namur
7971;Ramegnies;Oui;BELOEIL;Hainaut
2627;SCHELLE;Non;SCHELLE;Anvers
7322;Ville-Pommeroeul;Oui;BERNISSART;Hainaut
7822;Ghislenghien;Oui;ATH;Hainaut
3670;Ellikom;Oui;OUDSBERGEN;Limbourg
7350;Hainin;Oui;HENSIES;Hainaut
5580;Jemelle;Oui;ROCHEFORT;Namur
5660;Gonrieux;Oui;COUVIN;Namur
5630;CERFONTAINE;Non;CERFONTAINE;Namur
3700;Piringen;Oui;TONGEREN;Limbourg
4920;Sougné-Remouchamps;Oui;AYWAILLE;Liège
6980;Beausaint;Oui;LA ROCHE-EN-ARDENNE;Luxembourg
8793;Sint-Eloois-Vijve;Oui;WAREGEM;Flandre-Occidentale
4367;Thys;Oui;CRISNÉE;Liège
3740;Rosmeer;Oui;BILZEN;Limbourg
5333;Sorinne-La-Longue;Oui;ASSESSE;Namur
6440;Vergnies;Oui;FROIDCHAPELLE;Hainaut
1100;Postcheque;;;
7011;Ghlin;Oui;MONS;Hainaut
6953;Masbourg;Oui;NASSOGNE;Luxembourg
3450;GEETBETS;Non;GEETBETS;Brabant Flamand
1785;Hamme;Oui;MERCHTEM;Brabant Flamand
3150;Wespelaar;Oui;HAACHT;Brabant Flamand
3350;Melkwezer;Oui;LINTER;Brabant Flamand
6929;Haut-Fays;Oui;DAVERDISSE;Luxembourg
9900;EEKLO;Non;EEKLO;Flandre-Orientale
3220;HOLSBEEK;Non;HOLSBEEK;Brabant Flamand
5170;Rivière;Oui;PROFONDEVILLE;Namur
3700;Rutten;Oui;TONGEREN;Limbourg
3740;Rijkhoven;Oui;BILZEN;Limbourg
4683;Vivegnis;Oui;OUPEYE;Liège
4560;Terwagne;Oui;CLAVIER;Liège
